,auth_cd,auth_nm,sch_cd,sch_nm,lat,lon
113199,3030,Calgary School District No. 19,9223,Mayland Heights School,51.05896,-114.00723
113364,3030,Calgary School District No. 19,9224,Mount View School,51.06977,-114.05193
113434,3030,Calgary School District No. 19,9225,North Haven School,51.09754,-114.08668
113560,3030,Calgary School District No. 19,9227,Queen Elizabeth School,51.05531,-114.10217
113640,3030,Calgary School District No. 19,9231,Rosemont School,51.07791,-114.0924
113712,3030,Calgary School District No. 19,9232,Catherine Nichols Gunn School,51.11208,-114.05711
113816,3030,Calgary School District No. 19,9233,Stanley Jones School,51.05991,-114.04775
113979,3030,Calgary School District No. 19,9234,Sunnyside School,51.05669,-114.07937
114019,3030,Calgary School District No. 19,9235,Thorncliffe School,51.10215,-114.06687
114092,3030,Calgary School District No. 19,9237,University School,51.07025,-114.13397
114239,3030,Calgary School District No. 19,9238,Varsity Acres School,51.09133,-114.14819
114425,3030,Calgary School District No. 19,9239,Vista Heights School,51.07212,-114.0164
114485,3030,Calgary School District No. 19,9240,Dalhousie School,51.10653,-114.1514
114701,3030,Calgary School District No. 19,9241,Marion Carson School,51.0929,-114.16149
114905,3030,Calgary School District No. 19,9242,Dr. J. K. Mulloy School,51.11904,-114.08106
115067,3030,Calgary School District No. 19,9243,Jerry Potts School,51.10494,-113.94541
115211,3030,Calgary School District No. 19,9250,Roland Michener School,51.05704,-113.94745
115320,3030,Calgary School District No. 19,9256,Silver Springs School,51.10394,-114.19193
115408,3030,Calgary School District No. 19,9257,W.O. Mitchell School,51.11382,-114.19401
115528,3030,Calgary School District No. 19,9261,Alex Munro School,51.12066,-114.06147
115645,3030,Calgary School District No. 19,9265,Deer Run School,50.92181,-114.00991
115764,3030,Calgary School District No. 19,9266,Woodbine School,50.93686,-114.12852
115933,3030,Calgary School District No. 19,9267,Sundance School,50.90062,-114.04707
116111,3030,Calgary School District No. 19,9269,Erin Woods School,51.02274,-113.96583
116281,3030,Calgary School District No. 19,9270,Janet Johnstone School,50.90925,-114.07916
116497,3030,Calgary School District No. 19,9271,O.S. Geiger School,51.10493,-113.96111
116656,3030,Calgary School District No. 19,9273,Hawkwood School,51.1304,-114.17945
116899,3030,Calgary School District No. 19,9300,Acadia School,50.96771,-114.05293
117063,3030,Calgary School District No. 19,9301,Albert Park School,51.01944,-114.08196
117117,3030,Calgary School District No. 19,9305,Braeside School,50.95705,-114.10273
117250,3030,Calgary School District No. 19,9306,Chinook Park School,50.98631,-114.08978
117459,3030,Calgary School District No. 19,9308,David D. Oughton School,50.96946,-114.05468
117586,3030,Calgary School District No. 19,9310,Ethel M. Johnson School,50.95555,-114.08913
117694,3030,Calgary School District No. 19,9311,Eugene Coste School,50.9678,-114.08733
117856,3030,Calgary School District No. 19,9316,Haysboro School,50.97538,-114.08905
117923,3030,Calgary School District No. 19,9318,Keeler School,51.04992,-113.965
118093,3030,Calgary School District No. 19,9319,Kingsland School,51.02768,-114.1347
118197,3030,Calgary School District No. 19,9320,Le Roi Daniels School,50.98406,-114.0576
118324,3030,Calgary School District No. 19,9321,Maple Ridge School,50.96216,-114.04218
118447,3030,Calgary School District No. 19,9322,Marlborough School,51.05597,-113.96571
118575,3030,Calgary School District No. 19,9326,Ogden Elementary School,51.04992,-113.965
118655,3030,Calgary School District No. 19,9327,Patrick Airlie School,51.0398,-113.97671
118715,3030,Calgary School District No. 19,9330,Valley View School,51.02984,-113.97488
118827,3030,Calgary School District No. 19,9331,Willow Park School,50.95792,-114.06071
119105,3030,Calgary School District No. 19,9332,Windsor Park School,50.95792,-114.06071
119144,3030,Calgary School District No. 19,9333,Nellie McClung School,50.96874,-114.11282
119318,3030,Calgary School District No. 19,9334,Lake Bonavista School,50.94457,-114.04101
119432,3030,Calgary School District No. 19,9335,Fred Seymour Elementary School,51.07791,-114.0924
119529,3030,Calgary School District No. 19,9336,Andrew Sibbald School,50.93588,-114.04337
119644,3030,Calgary School District No. 19,9338,Cedarbrae School,50.95895,-114.13252
119736,3030,Calgary School District No. 19,9339,Chris Akkerman School,51.06343,-113.96337
119920,3030,Calgary School District No. 19,9340,Queensland Downs School,51.03535,-114.15879
120037,3030,Calgary School District No. 19,9341,Prince of Wales School,50.92495,-114.03372
120180,3030,Calgary School District No. 19,9343,Guy Weadick School,51.08699,-113.95292
120315,3030,Calgary School District No. 19,9344,West Dalhousie School,51.11099,-114.17024
120620,3030,Calgary School District No. 19,9347,Douglas Harkness School,51.07395,-113.94616
120731,3030,Calgary School District No. 19,9348,Colonel J. Fred Scott School,51.08783,-113.96779
121133,3030,Calgary School District No. 19,9353,Cappy Smart School,51.06387,-113.94472
121221,3030,Calgary School District No. 19,9354,Sam Livingston School,50.94597,-114.0602
121456,3030,Calgary School District No. 19,9355,Canyon Meadows School,50.94757,-114.07889
121599,3030,Calgary School District No. 19,9356,Penbrooke Meadows School,51.04157,-113.95224
121695,3030,Calgary School District No. 19,9357,West Dover School,51.0262,-113.99075
121833,3030,Calgary School District No. 19,9358,Rundle School,51.0713,-113.97396
121995,3030,Calgary School District No. 19,9359,Harold W Riley Elementary,51.08757,-114.18936
122075,3030,Calgary School District No. 19,9360,Pineridge School,51.07034,-113.94528
122219,3030,Calgary School District No. 19,9361,Chief Justice Milvain School,51.0839,-113.97188
122362,3030,Calgary School District No. 19,9362,Haultain Memorial School,50.93973,-114.02369
122418,3030,Calgary School District No. 19,9363,Midnapore School,50.91559,-114.05587
122608,3030,Calgary School District No. 19,9364,James Short Memorial School,51.04767,-113.94326
122742,3030,Calgary School District No. 19,9368,Sunalta School,51.04135,-114.11069
122916,3030,Calgary School District No. 19,9369,Banting and Best School,50.99407,-114.01298
122980,3030,Calgary School District No. 19,9371,Woodlands School,50.93894,-114.10699
123091,3030,Calgary School District No. 19,9372,Beddington Heights School,51.13194,-114.0793
123311,3030,Calgary School District No. 19,9373,Cecil Swanson School,51.07416,-113.96766
123468,3030,Calgary School District No. 19,9374,Ranchlands School,51.11982,-114.19358
123690,3030,Calgary School District No. 19,9375,Falconridge School,51.0993,-113.94539
123877,3030,Calgary School District No. 19,9376,Abbeydale School,51.05638,-113.92984
124029,3030,Calgary School District No. 19,9377,Annie Foote School,51.08596,-113.94037
124197,3030,Calgary School District No. 19,9378,Grant MacEwan School,51.10611,-113.94234
124447,3030,Calgary School District No. 19,9379,Edgemont School,51.12985,-114.14476
124703,3030,Calgary School District No. 19,9382,Olympic Heights School,51.0446,-114.18102
124943,3030,Calgary School District No. 19,9383,Simons Valley School,51.14035,-114.10742
125203,3030,Calgary School District No. 19,9384,Fish Creek School,50.90208,-114.03343
125412,3030,Calgary School District No. 19,9385,McKenzie Lake School,50.90689,-113.98231
125644,3030,Calgary School District No. 19,9386,Riverbend School,50.97191,-114.01785
125844,3030,Calgary School District No. 19,9387,W.H.Cushing Workplace School,51.11488,-113.96754
126016,3030,Calgary School District No. 19,9602,Colonel Walker School,51.03444,-114.0192
126385,3030,Calgary School District No. 19,9608,King George School,51.07107,-114.08404
126570,3030,Calgary School District No. 19,9609,Langevin School,51.05288,-114.04724
126758,3030,Calgary School District No. 19,9610,Rideau Park School,51.02528,-114.07532
127349,3030,Calgary School District No. 19,9618,Rosedale School,51.06374,-114.0814
128241,3030,Calgary School District No. 19,9625,Louis Riel School,50.96706,-114.1321
128467,3030,Calgary School District No. 19,9627,Elboya School,51.0106,-114.07815
149331,4010,Calgary Roman Catholic Separate School District No. 1,313,Monsignor J. S. Smith School,50.9407,-113.991
149689,4010,Calgary Roman Catholic Separate School District No. 1,333,Ascension of Our Lord,51.1466,-114.061
150167,4010,Calgary Roman Catholic Separate School District No. 1,389,Holy Angels School,50.9737,-114.008
150350,4010,Calgary Roman Catholic Separate School District No. 1,390,St. Ambrose School,51.134,-114.208
150827,4010,Calgary Roman Catholic Separate School District No. 1,588,St. Elizabeth Seton,51.1516,-114.111
151139,4010,Calgary Roman Catholic Separate School District No. 1,589,Monsignor J. J. O'Brien,50.9022,-114.103
151515,4010,Calgary Roman Catholic Separate School District No. 1,1029,St. Gabriel the Archangel,51.0469,-113.835
151758,4010,Calgary Roman Catholic Separate School District No. 1,1118,St. Clare,51.1648,-114.047
151912,4010,Calgary Roman Catholic Separate School District No. 1,1119,St. Brigid,51.1469,-114.188
152279,4010,Calgary Roman Catholic Separate School District No. 1,1226,Our Lady of Fatima,51.1157,-113.939
152464,4010,Calgary Roman Catholic Separate School District No. 1,5270,Our Lady Queen of Peace Elementary School,51.2928,-114.039
152698,4010,Calgary Roman Catholic Separate School District No. 1,5280,Holy Spirit Catholic School,51.19,-114.465
152828,4010,Calgary Roman Catholic Separate School District No. 1,8501,Corpus Christi School,51.1019,-114.068
152899,4010,Calgary Roman Catholic Separate School District No. 1,8502,St. Hubert Elementary School,51.1178,-114.061
153003,4010,Calgary Roman Catholic Separate School District No. 1,8503,Holy Family School,51.0458,-113.988
153075,4010,Calgary Roman Catholic Separate School District No. 1,8504,Holy Name (Bilingual) School,51.0283,-114.138
153189,4010,Calgary Roman Catholic Separate School District No. 1,8505,Holy Redeemer (Bilingual) School,51.0458,-113.988
153310,4010,Calgary Roman Catholic Separate School District No. 1,8506,Holy Trinity School,51.039,-113.974
153383,4010,Calgary Roman Catholic Separate School District No. 1,8507,St. Patrick School,51.0715,-113.947
153476,4010,Calgary Roman Catholic Separate School District No. 1,8508,St. Andrew School,51.0168,-114.148
153579,4010,Calgary Roman Catholic Separate School District No. 1,8510,St. Angela Elementary,51.0543,-114.048
153632,4010,Calgary Roman Catholic Separate School District No. 1,8511,St. Benedict School,50.962,-114.106
153738,4010,Calgary Roman Catholic Separate School District No. 1,8513,St. Cecilia (Bilingual) Elementary School,50.965,-114.051
153959,4010,Calgary Roman Catholic Separate School District No. 1,8516,St. Clement School,51.1648,-114.047
154033,4010,Calgary Roman Catholic Separate School District No. 1,8517,St. Gerard Bilingual School,50.9683,-114.089
154213,4010,Calgary Roman Catholic Separate School District No. 1,8521,St. Luke Bilingual Elementary School,50.9319,-114.048
154387,4010,Calgary Roman Catholic Separate School District No. 1,8524,Ecole St. Pius X School,51.0725,-114.105
154493,4010,Calgary Roman Catholic Separate School District No. 1,8527,St. Thomas Aquinas School,51.0305,-114.152
154563,4010,Calgary Roman Catholic Separate School District No. 1,8528,St. Vincent De Paul Elementary Junior High School,51.0933,-114.159
154824,4010,Calgary Roman Catholic Separate School District No. 1,8529,St. William School,50.9537,-114.06
154917,4010,Calgary Roman Catholic Separate School District No. 1,8530,St. Monica School,51.0371,-114.068
155049,4010,Calgary Roman Catholic Separate School District No. 1,8531,St. Dominic School,51.1093,-114.155
155205,4010,Calgary Roman Catholic Separate School District No. 1,8532,St. Boniface Elementary School,50.9435,-114.042
155337,4010,Calgary Roman Catholic Separate School District No. 1,8533,St. Catherine Elementary School,50.9443,-114.087
155391,4010,Calgary Roman Catholic Separate School District No. 1,8534,St. Henry Elementary School,51.1106,-114.067
155458,4010,Calgary Roman Catholic Separate School District No. 1,8536,St. Mark Elementary School,51.0561,-113.946
155533,4010,Calgary Roman Catholic Separate School District No. 1,8537,St. Sylvester School,51.1087,-114.194
155627,4010,Calgary Roman Catholic Separate School District No. 1,8541,St. Wilfrid Elementary School,51.0925,-113.969
155802,4010,Calgary Roman Catholic Separate School District No. 1,8542,St. Teresa of Calcutta School,50.9147,-114.052
155900,4010,Calgary Roman Catholic Separate School District No. 1,8543,St. Peter Elementary School,51.0462,-113.95
155984,4010,Calgary Roman Catholic Separate School District No. 1,8544,St. Thomas More School,51.0849,-113.947
156097,4010,Calgary Roman Catholic Separate School District No. 1,8545,St. Bede Elementary School,51.1106,-114.067
156206,4010,Calgary Roman Catholic Separate School District No. 1,8546,St. Jude School,50.9427,-114.134
156317,4010,Calgary Roman Catholic Separate School District No. 1,8547,St. Rita School,51.1202,-114.182
156386,4010,Calgary Roman Catholic Separate School District No. 1,8548,St. Rupert School,51.0773,-113.97
156479,4010,Calgary Roman Catholic Separate School District No. 1,8549,St. John Paul II School,51.1081,-113.957
156607,4010,Calgary Roman Catholic Separate School District No. 1,8550,St. Damien School,51.0216,-113.992
156719,4010,Calgary Roman Catholic Separate School District No. 1,8551,Father Doucet School,50.9099,-114.085
156877,4010,Calgary Roman Catholic Separate School District No. 1,8552,St. Kateri Tekakwitha School,51.0618,-113.927
157010,4010,Calgary Roman Catholic Separate School District No. 1,8553,Mother Mary Greene School,51.1246,-114.138
157160,4010,Calgary Roman Catholic Separate School District No. 1,8554,Monsignor Neville Anderson School,51.1396,-114.104
157354,4010,Calgary Roman Catholic Separate School District No. 1,8555,Monsignor E. L. Doyle Elementary School,51.1227,-114.217
157571,4010,Calgary Roman Catholic Separate School District No. 1,8556,St. Maria Goretti Elementary School,51.1349,-114.178
157673,4010,Calgary Roman Catholic Separate School District No. 1,8557,Monsignor A. J. Hetherington Elementary School,51.0992,-113.934
157806,4010,Calgary Roman Catholic Separate School District No. 1,8558,John Costello Catholic School,51.0478,-114.181
158048,4010,Calgary Roman Catholic Separate School District No. 1,8701,Our Lady of the Assumption School,51.0838,-114.192
158555,4010,Calgary Roman Catholic Separate School District No. 1,8704,Holy Cross Elementary Junior High School,51.0305,-113.98
158795,4010,Calgary Roman Catholic Separate School District No. 1,8705,Sacred Heart Elementary School,51.0412,-114.097
158855,4010,Calgary Roman Catholic Separate School District No. 1,8706,St. Alphonsus Elementary Junior High School,51.064,-114.041
158980,4010,Calgary Roman Catholic Separate School District No. 1,8708,St. Augustine Elementary Junior High School,51.1893,-114.467
159152,4010,Calgary Roman Catholic Separate School District No. 1,8709,St. Bernadette School,50.9905,-114.009
159580,4010,Calgary Roman Catholic Separate School District No. 1,8712,St. James Elementary Junior High School,51.037,-114.064
159740,4010,Calgary Roman Catholic Separate School District No. 1,8713,St. Joseph Elementary Junior High School,51.037,-114.064
159934,4010,Calgary Roman Catholic Separate School District No. 1,8714,St. Margaret School,51.082,-114.098
160158,4010,Calgary Roman Catholic Separate School District No. 1,8716,St. Matthew School,50.9781,-114.058
160369,4010,Calgary Roman Catholic Separate School District No. 1,8717,St. Michael School,51.045,-114.151
160624,4010,Calgary Roman Catholic Separate School District No. 1,8719,St. Stephen School,50.9554,-114.085
161216,4010,Calgary Roman Catholic Separate School District No. 1,8723,St. Cyril School,50.9559,-114.13
161393,4010,Calgary Roman Catholic Separate School District No. 1,8724,St. Philip School,50.9278,-114.038
161560,4010,Calgary Roman Catholic Separate School District No. 1,8725,St. Martha School,51.0561,-113.946
161836,4010,Calgary Roman Catholic Separate School District No. 1,8726,St. John XXIII School,51.101,-113.938
162069,4010,Calgary Roman Catholic Separate School District No. 1,8727,Don Bosco School,50.9312,-114.017
162498,4010,Calgary Roman Catholic Separate School District No. 1,8729,Father James Whelihan,50.9052,-114.047
162753,4010,Calgary Roman Catholic Separate School District No. 1,8730,Father Scollen School,51.0926,-113.942
162927,4010,Calgary Roman Catholic Separate School District No. 1,8731,Blessed Cardinal Newman,50.9076,-113.988
163314,4010,Calgary Roman Catholic Separate School District No. 1,8732,Our Lady of Peace Elementary Junior High School,50.9194,-114.089
79102,3020,Edmonton School District No. 7,349,Argyll Home School Centre,53.4995002746582,-113.52400207519531
79528,3020,Edmonton School District No. 7,1282,Edmonton Christian Northeast School,53.620201110839844,-113.43199920654297
79672,3020,Edmonton School District No. 7,1283,Edmonton Christian West School,53.555599212646484,-113.56900024414062
95239,3020,Edmonton School District No. 7,7502,Balwin School,53.59189987182617,-113.4489974975586
101149,3020,Edmonton School District No. 7,7565,Ellerslie Campus,53.427799224853516,-113.44100189208984
102626,3020,Edmonton School District No. 7,7553,Stratford Elementary/Junior High School,53.608699798583984,-113.43099975585938
108708,3030,Calgary School District No. 19,1331,Chaparral School,50.88348,-114.04533
108815,3030,Calgary School District No. 19,1332,Citadel Park School,51.14529,-114.17396
109098,3030,Calgary School District No. 19,1334,Radisson Park School,51.04668,-113.99241
109193,3030,Calgary School District No. 19,1335,Tuscany School,51.11806,-114.24518
151676,4010,Calgary Roman Catholic Separate School District No. 1,1336,St. Albert the Great,50.9222,-113.96
108483,3030,Calgary School District No. 19,9036,Emily Follensbee School,51.00745,-114.09564
120264,3030,Calgary School District No. 19,9359,Harold W Riley School,51.03081,-114.0824
150747,4010,Calgary Roman Catholic Separate School District No. 1,1337,St. Basil Elementary/Junior High School,51.037,-114.064
150910,4010,Calgary Roman Catholic Separate School District No. 1,1338,St. Joan of Arc Elementary/Junior High School,51.0567,-114.208
151089,4010,Calgary Roman Catholic Separate School District No. 1,1339,St. Sebastian Elementary School,50.8852,-114.029
151216,4010,Calgary Roman Catholic Separate School District No. 1,1340,St. Jerome Elementary School,51.1586,-114.078
151361,4010,Calgary Roman Catholic Separate School District No. 1,1373,Our Lady of Wisdom,51.0284,-113.841
108362,3030,Calgary School District No. 19,1450,Taradale School,51.12066,-113.93657
108766,3030,Calgary School District No. 19,1452,Panorama Hills School,51.15585,-114.08571
152174,4010,Calgary Roman Catholic Separate School District No. 1,1462,Good Shepherd School,51.2798,-113.985
19061,110,Edmonton Catholic Separate School District No. 7,1427,Sister Annata Brockman Catholic Elementary/Junior High School,53.49096,-113.68257
19224,110,Edmonton Catholic Separate School District No. 7,1428,Monsignor William Irwin Catholic Elementary School,53.446885,-113.576301
19324,110,Edmonton Catholic Separate School District No. 7,1429,Monsignor Fee Otterson Catholic Elementary/Junior High School,53.416875,-113.52249
81409,3020,Edmonton School District No. 7,1455,Johnny Bright School,53.41889953613281,-113.53600311279297
81664,3020,Edmonton School District No. 7,1456,Dr. Donald Massey School,53.62310028076172,-113.4209976196289
81897,3020,Edmonton School District No. 7,1457,Florence Hallock School,53.62689971923828,-113.4749984741211
82081,3020,Edmonton School District No. 7,1458,A. Blair McPherson School,53.46989822387695,-113.36299896240234
82311,3020,Edmonton School District No. 7,1459,Elizabeth Finch School,53.62089920043945,-113.55999755859375
82487,3020,Edmonton School District No. 7,1460,Esther Starkman School,53.44599914550781,-113.57499694824219
98353,3020,Edmonton School District No. 7,7512,Hardisty School,53.54819869995117,-113.42900085449219
109841,3030,Calgary School District No. 19,1463,McKenzie Towne School,50.92673,-113.96693
109928,3030,Calgary School District No. 19,1498,Bridlewood School,50.90219,-114.10942
110061,3030,Calgary School District No. 19,1499,Cranston School,50.88617,-113.98785
110159,3030,Calgary School District No. 19,1500,Evergreen School,50.91752,-114.10578
110254,3030,Calgary School District No. 19,1519,Royal Oak School,51.1456,-114.22212
110365,3030,Calgary School District No. 19,1520,Saddle Ridge School,51.13748,-113.93707
110493,3030,Calgary School District No. 19,1521,West Springs School,51.05893,-114.21669
148634,4010,Calgary Roman Catholic Separate School District No. 1,598,Our Lady of Lourdes,51.0357,-114.069
151723,4010,Calgary Roman Catholic Separate School District No. 1,1484,Christ the King Catholic School,50.8871,-113.976
152003,4010,Calgary Roman Catholic Separate School District No. 1,1485,Our Lady of the Evergreens Catholic School,50.9155,-114.123
152167,4010,Calgary Roman Catholic Separate School District No. 1,1486,Light of Christ Catholic School,51.1292,-113.942
83186,3020,Edmonton School District No. 7,1577,Bessie Nichols School,53.487300872802734,-113.6719970703125
83414,3020,Edmonton School District No. 7,1578,Michael Strembitsky School,53.413299560546875,-113.46099853515625
111370,3030,Calgary School District No. 19,1579,All Boys Alternative Program,51.02118,-114.13624
153457,4010,Calgary Roman Catholic Separate School District No. 1,1680,St. Isabella School,50.9107495,-113.9386321
161993,4010,Calgary Roman Catholic Separate School District No. 1,8722,St. Rose of Lima Junior High School,51.0753,-113.961
166348,4010,Calgary Roman Catholic Separate School District No. 1,8907,Bishop McNally High School,51.1029,-113.956
128521,3030,Calgary School District No. 19,9351,G.W. Skene School,51.04564,-113.94499
19531,110,Edmonton Catholic Separate School District No. 7,1969,St. John XXIII School,53.441593,-113.615329
19730,110,Edmonton Catholic Separate School District No. 7,1970,St. Brendan School,53.529481,-113.424949
88237,3020,Edmonton School District No. 7,1934,Dr. Margaret-Ann Armour School,53.4286003112793,-113.6050033569336
88418,3020,Edmonton School District No. 7,1935,Roberta MacAdams School,53.42020034790039,-113.51300048828125
88551,3020,Edmonton School District No. 7,1936,Nellie Carlson School,53.44300079345703,-113.55699920654297
120397,3030,Calgary School District No. 19,2029,Buffalo Rubbing Stone School,51.16893,-114.08766
120532,3030,Calgary School District No. 19,2031,Eric Harvie School,51.12818,-114.25236
120631,3030,Calgary School District No. 19,2054,Dr. Roberta Bondar School,51.05064,-114.20576
120815,3030,Calgary School District No. 19,2056,Hugh A. Bennett School,51.13221,-113.92813
121404,3030,Calgary School District No. 19,2072,New Brighton School,50.91932,-113.95432
121693,3030,Calgary School District No. 19,2085,Auburn Bay School,50.89717,-113.96148
121861,3030,Calgary School District No. 19,2086,Copperfield School,50.91435,-113.9288
122066,3030,Calgary School District No. 19,2088,Kenneth D. Taylor School,51.16597,-114.11692
122168,3030,Calgary School District No. 19,2123,Niitsitapi Learning Centre,51.02094,-113.97958
164402,4010,Calgary Roman Catholic Separate School District No. 1,2080,Prince of Peace School,50.888985,-113.9483316
164682,4010,Calgary Roman Catholic Separate School District No. 1,2081,Our Lady of the Rosary School,50.8746931,-113.9715123
164757,4010,Calgary Roman Catholic Separate School District No. 1,2082,St. Marguerite School,50.9215343,-113.9393929
164855,4010,Calgary Roman Catholic Separate School District No. 1,2083,Our Lady of Grace School,51.1759346,-114.1242425
20289,110,Edmonton Catholic Separate School District No. 7,1967,Bishop David Motiuk School,53.529277,-113.678234
20507,110,Edmonton Catholic Separate School District No. 7,1968,Father Michael Mireau School,53.420272,-113.463535
21166,110,Edmonton Catholic Separate School District No. 7,1971,St. Thomas Aquinas School,53.397826,-113.554431
21283,110,Edmonton Catholic Separate School District No. 7,1972,Christ the King School,53.631539,-113.422988
21479,110,Edmonton Catholic Separate School District No. 7,1973,Corpus Christi School,53.419848,-113.428181
90911,3020,Edmonton School District No. 7,1924,Constable Daniel Woodall School,53.43960189819336,-113.61699676513672
90994,3020,Edmonton School District No. 7,1925,Kim Hung School,53.50210189819336,-113.68299865722656
91096,3020,Edmonton School District No. 7,1926,Dr. Lila Fahlman School,53.39939880371094,-113.53600311279297
91258,3020,Edmonton School District No. 7,1927,Jan Reimer School,53.40769958496094,-113.45500183105469
91361,3020,Edmonton School District No. 7,1928,Svend Hansen School,53.445499420166016,-113.375
91557,3020,Edmonton School District No. 7,1929,Shauna May Seneca School,53.4114990234375,-113.427001953125
91698,3020,Edmonton School District No. 7,1930,David Thomas King School,53.5359992980957,-113.70800018310547
91798,3020,Edmonton School District No. 7,1931,Hilwie Hamdon School,53.6077995300293,-113.55899810791016
92632,3020,Edmonton School District No. 7,1950,Donald R. Getty School,53.40230178833008,-113.58599853515625
92766,3020,Edmonton School District No. 7,1951,Ivor Dent School,53.5635986328125,-113.39099884033203
126615,3030,Calgary School District No. 19,2145,Manmeet Singh Bhullar School,51.12278,-113.95744
126740,3030,Calgary School District No. 19,2146,Ron Southern School,50.88184,-114.08695
126792,3030,Calgary School District No. 19,2147,Griffith Woods School,51.03055,-114.19567
170764,4010,Calgary Roman Catholic Separate School District No. 1,2155,Apostles of Jesus,51.1585373,-113.9577048
170991,4010,Calgary Roman Catholic Separate School District No. 1,2156,Guardian Angel School,51.040327,-114.2170206
171110,4010,Calgary Roman Catholic Separate School District No. 1,2160,Holy Child School,50.886133,-114.082132
129383,3030,Calgary School District No. 19,9123,Glenmeadows School,51.03535,-114.15879
171837,4010,Calgary Roman Catholic Separate School District No. 1,2189,Divine Mercy School,50.9020099,-113.9282913
171858,4010,Calgary Roman Catholic Separate School District No. 1,2195,Blessed Marie-Rose,51.160255,-114.1504347
